x,y,z
-5.0,-5.0,0.0018327927057780855
-4.898989898989899,-5.0,0.002075624151292587
-4.797979797979798,-5.0,0.002321133521292468
-4.696969696969697,-5.0,0.00256385690204727
-4.595959595959596,-5.0,0.0027974444721452717
-4.494949494949495,-5.0,0.0030146939493670283
-4.393939393939394,-5.0,0.003207615153826728
-4.292929292929293,-5.0,0.003367528110880849
-4.191919191919192,-5.0,0.0034851962567483395
-4.090909090909091,-5.0,0.0035509952714413
-3.9898989898989896,-5.0,0.003555116866775853
-3.888888888888889,-5.0,0.003487805530684196
-3.787878787878788,-5.0,0.0033396248108493246
-3.686868686868687,-5.0,0.003101748257576932
-3.5858585858585856,-5.0,0.002766268692086921
-3.484848484848485,-5.0,0.002326518082237978
-3.383838383838384,-5.0,0.001777389057075324
-3.282828282828283,-5.0,0.0011156480397626622
-3.1818181818181817,-5.0,0.00034022918907792736
-3.080808080808081,-5.0,-0.0005475021283073869
-2.9797979797979797,-5.0,-0.0015435277079573083
-2.878787878787879,-5.0,-0.0026410077760877604
-2.7777777777777777,-5.0,-0.0038301754557526287
-2.676767676767677,-5.0,-0.0050983035247293
-2.5757575757575757,-5.0,-0.006429750912446814
-2.474747474747475,-5.0,-0.007806094323191571
-2.3737373737373737,-5.0,-0.00920634794647458
-2.272727272727273,-5.0,-0.010607271489346549
-2.1717171717171717,-5.0,-0.01198376382382263
-2.070707070707071,-5.0,-0.013309336484904642
-1.9696969696969697,-5.0,-0.014556658192351283
-1.868686868686869,-5.0,-0.015698158621477002
-1.7676767676767677,-5.0,-0.016706676936944092
-1.6666666666666665,-5.0,-0.01755613824854459
-1.5656565656565657,-5.0,-0.018222239261407133
-1.4646464646464645,-5.0,-0.01868312307382362
-1.3636363636363638,-5.0,-0.018920022404668613
-1.2626262626262625,-5.0,-0.018917850567160353
-1.1616161616161618,-5.0,-0.01866572027810548
-1.0606060606060606,-5.0,-0.018157371904441926
-0.9595959595959593,-5.0,-0.017391494974202455
-0.858585858585859,-5.0,-0.016371929659013858
-0.7575757575757578,-5.0,-0.015107738383077596
-0.6565656565656566,-5.0,-0.013613141616298806
-0.5555555555555554,-5.0,-0.011907316131898465
-0.45454545454545503,-5.0,-0.010014058399748229
-0.3535353535353538,-5.0,-0.007961320183489872
-0.2525252525252526,-5.0,-0.005780627646104486
-0.15151515151515138,-5.0,-0.003506399182133542
-0.050505050505050164,-5.0,-0.0011751806327727704
0.050505050505050164,-5.0,0.0011751806327727704
0.15151515151515138,-5.0,0.003506399182133542
0.2525252525252526,-5.0,0.005780627646104486
0.3535353535353538,-5.0,0.007961320183489872
0.45454545454545414,-5.0,0.01001405839974821
0.5555555555555554,-5.0,0.011907316131898465
0.6565656565656566,-5.0,0.013613141616298806
0.7575757575757578,-5.0,0.015107738383077596
0.8585858585858581,-5.0,0.016371929659013854
0.9595959595959593,-5.0,0.017391494974202455
1.0606060606060606,-5.0,0.018157371904441926
1.1616161616161618,-5.0,0.01866572027810548
1.262626262626262,-5.0,0.018917850567160346
1.3636363636363633,-5.0,0.018920022404668613
1.4646464646464645,-5.0,0.01868312307382362
1.5656565656565657,-5.0,0.018222239261407133
1.666666666666667,-5.0,0.01755613824854459
1.7676767676767673,-5.0,0.016706676936944092
1.8686868686868685,-5.0,0.015698158621477002
1.9696969696969697,-5.0,0.014556658192351283
2.070707070707071,-5.0,0.013309336484904642
2.1717171717171713,-5.0,0.011983763823822635
2.2727272727272725,-5.0,0.010607271489346558
2.3737373737373737,-5.0,0.00920634794647458
2.474747474747475,-5.0,0.007806094323191571
2.5757575757575752,-5.0,0.006429750912446818
2.6767676767676765,-5.0,0.00509830352472931
2.7777777777777777,-5.0,0.0038301754557526287
2.878787878787879,-5.0,0.0026410077760877604
2.9797979797979792,-5.0,0.0015435277079573133
3.0808080808080813,-5.0,0.000547502128307383
3.1818181818181817,-5.0,-0.00034022918907792736
3.282828282828282,-5.0,-0.001115648039762656
3.383838383838384,-5.0,-0.001777389057075324
3.4848484848484844,-5.0,-0.0023265180822379774
3.5858585858585865,-5.0,-0.0027662686920869248
3.686868686868687,-5.0,-0.003101748257576932
3.787878787878787,-5.0,-0.003339624810849322
3.8888888888888893,-5.0,-0.0034878055306841976
3.9898989898989896,-5.0,-0.003555116866775853
4.09090909090909,-5.0,-0.0035509952714413004
4.191919191919192,-5.0,-0.0034851962567483395
4.292929292929292,-5.0,-0.0033675281108808477
4.3939393939393945,-5.0,-0.0032076151538267257
4.494949494949495,-5.0,-0.0030146939493670283
4.595959595959595,-5.0,-0.0027974444721452748
4.696969696969697,-5.0,-0.00256385690204727
4.797979797979798,-5.0,-0.002321133521292468
4.8989898989899,-5.0,-0.002075624151292585
5.0,-5.0,-0.0018327927057780855
-5.0,-4.898989898989899,0.0013247301395409325
-4.898989898989899,-4.898989898989899,0.001500247061715055
-4.797979797979798,-4.898989898989899,0.0016776995695481631
-4.696969696969697,-4.898989898989899,0.0018531383832467638
-4.595959595959596,-4.898989898989899,0.0020219738949527016
-4.494949494949495,-4.898989898989899,0.002179000343916548
-4.393939393939394,-4.898989898989899,0.0023184424822983722
-4.292929292929293,-4.898989898989899,0.0024340264832848728
-4.191919191919192,-4.898989898989899,0.002519076221208391
-4.090909090909091,-4.898989898989899,0.002566635302844335
-3.9898989898989896,-4.898989898989899,0.00256961436400355
-3.888888888888889,-4.898989898989899,0.0025209621867157022
-3.787878787878788,-4.898989898989899,0.0024138581672347925
-3.686868686868687,-4.898989898989899,0.002241922607574067
-3.5858585858585856,-4.898989898989899,0.0019994402525299695
-3.484848484848485,-4.898989898989899,0.0016815914936867881
-3.383838383838384,-4.898989898989899,0.0012846847579515686
-3.282828282828283,-4.898989898989899,0.0008063828379139716
-3.1818181818181817,-4.898989898989899,0.000245915350766173
-3.080808080808081,-4.898989898989899,-0.0003957308257202441
-2.9797979797979797,-4.898989898989899,-0.0011156513606264647
-2.878787878787879,-4.898989898989899,-0.0019089025118419701
-2.7777777777777777,-4.898989898989899,-0.002768424846939449
-2.676767676767677,-4.898989898989899,-0.0036850192159998897
-2.5757575757575757,-4.898989898989899,-0.004647380359276935
-2.474747474747475,-4.898989898989899,-0.005642192043557455
-2.3737373737373737,-4.898989898989899,-0.006654285867325104
-2.272727272727273,-4.898989898989899,-0.007666863904428914
-2.1717171717171717,-4.898989898989899,-0.008661783229772584
-2.070707070707071,-4.898989898989899,-0.009619898160474101
-1.9696969696969697,-4.898989898989899,-0.01052145383250889
-1.868686868686869,-4.898989898989899,-0.011346522602149035
-1.7676767676767677,-4.898989898989899,-0.012075472801790468
-1.6666666666666665,-4.898989898989899,-0.01268945767760512
-1.5656565656565657,-4.898989898989899,-0.013170910972860966
-1.4646464646464645,-4.898989898989899,-0.013504034667215399
-1.3636363636363638,-4.898989898989899,-0.013675263897132169
-1.2626262626262625,-4.898989898989899,-0.013673694107708453
-1.1616161616161618,-4.898989898989899,-0.013491456044478952
-1.0606060606060606,-4.898989898989899,-0.013124025287113065
-0.9595959595959593,-4.898989898989899,-0.012570454635359187
-0.858585858585859,-4.898989898989899,-0.011833519739228918
-0.7575757575757578,-4.898989898989899,-0.010919770857482643
-0.6565656565656566,-4.898989898989899,-0.009839486449338542
-0.5555555555555554,-4.898989898989899,-0.008606527356442765
-0.45454545454545503,-4.898989898989899,-0.007238093505854318
-0.3535353535353538,-4.898989898989899,-0.005754388242792123
-0.2525252525252526,-4.898989898989899,-0.004178198464079533
-0.15151515151515138,-4.898989898989899,-0.0025344015518994545
-0.050505050505050164,-4.898989898989899,-0.0008494125924502509
0.050505050505050164,-4.898989898989899,0.0008494125924502509
0.15151515151515138,-4.898989898989899,0.0025344015518994545
0.2525252525252526,-4.898989898989899,0.004178198464079533
0.3535353535353538,-4.898989898989899,0.005754388242792123
0.45454545454545414,-4.898989898989899,0.007238093505854304
0.5555555555555554,-4.898989898989899,0.008606527356442765
0.6565656565656566,-4.898989898989899,0.009839486449338542
0.7575757575757578,-4.898989898989899,0.010919770857482643
0.8585858585858581,-4.898989898989899,0.011833519739228917
0.9595959595959593,-4.898989898989899,0.012570454635359187
1.0606060606060606,-4.898989898989899,0.013124025287113065
1.1616161616161618,-4.898989898989899,0.013491456044478952
1.262626262626262,-4.898989898989899,0.01367369410770845
1.3636363636363633,-4.898989898989899,0.013675263897132165
1.4646464646464645,-4.898989898989899,0.013504034667215399
1.5656565656565657,-4.898989898989899,0.013170910972860966
1.666666666666667,-4.898989898989899,0.01268945767760512
1.7676767676767673,-4.898989898989899,0.01207547280179047
1.8686868686868685,-4.898989898989899,0.011346522602149035
1.9696969696969697,-4.898989898989899,0.01052145383250889
2.070707070707071,-4.898989898989899,0.009619898160474101
2.1717171717171713,-4.898989898989899,0.008661783229772587
2.2727272727272725,-4.898989898989899,0.007666863904428921
2.3737373737373737,-4.898989898989899,0.006654285867325104
2.474747474747475,-4.898989898989899,0.005642192043557455
2.5757575757575752,-4.898989898989899,0.0046473803592769385
2.6767676767676765,-4.898989898989899,0.0036850192159998945
2.7777777777777777,-4.898989898989899,0.002768424846939449
2.878787878787879,-4.898989898989899,0.0019089025118419701
2.9797979797979792,-4.898989898989899,0.0011156513606264688
3.0808080808080813,-4.898989898989899,0.0003957308257202412
3.1818181818181817,-4.898989898989899,-0.000245915350766173
3.282828282828282,-4.898989898989899,-0.0008063828379139674
3.383838383838384,-4.898989898989899,-0.0012846847579515686
3.4848484848484844,-4.898989898989899,-0.0016815914936867866
3.5858585858585865,-4.898989898989899,-0.0019994402525299712
3.686868686868687,-4.898989898989899,-0.002241922607574067
3.787878787878787,-4.898989898989899,-0.0024138581672347916
3.8888888888888893,-4.898989898989899,-0.0025209621867157035
3.9898989898989896,-4.898989898989899,-0.00256961436400355
4.09090909090909,-4.898989898989899,-0.002566635302844335
4.191919191919192,-4.898989898989899,-0.002519076221208391
4.292929292929292,-4.898989898989899,-0.002434026483284872
4.3939393939393945,-4.898989898989899,-0.0023184424822983688
4.494949494949495,-4.898989898989899,-0.002179000343916548
4.595959595959595,-4.898989898989899,-0.002021973894952705
4.696969696969697,-4.898989898989899,-0.0018531383832467638
4.797979797979798,-4.898989898989899,-0.0016776995695481631
4.8989898989899,-4.898989898989899,-0.0015002470617150535
5.0,-4.898989898989899,-0.0013247301395409325
-5.0,-4.797979797979798,0.0006732440124254831
-4.898989898989899,-4.797979797979798,0.0007624438527597765
-4.797979797979798,-4.797979797979798,0.0008526273813310569
-4.696969696969697,-4.797979797979798,0.0009417875259855323
-4.595959595959596,-4.797979797979798,0.0010275917920379413
-4.494949494949495,-4.797979797979798,0.0011073945483894953
-4.393939393939394,-4.797979797979798,0.001178260743656934
-4.292929292929293,-4.797979797979798,0.001237001942542398
-4.191919191919192,-4.797979797979798,0.001280225256564081
-4.090909090909091,-4.797979797979798,0.001304395361849788
-3.9898989898989896,-4.797979797979798,0.0013059093570615115
-3.888888888888889,-4.797979797979798,0.0012811837272348533
-3.787878787878788,-4.797979797979798,0.0012267521583666364
-3.686868686868687,-4.797979797979798,0.0011393724101375208
-3.5858585858585856,-4.797979797979798,0.0010161399201536808
-3.484848484848485,-4.797979797979798,0.0008546053046415748
-3.383838383838384,-4.797979797979798,0.0006528924611354401
-3.282828282828283,-4.797979797979798,0.00040981359232634523
-3.1818181818181817,-4.797979797979798,0.0001249771802762873
-3.080808080808081,-4.797979797979798,-0.00020111523169592273
-2.9797979797979797,-4.797979797979798,-0.0005669876271980921
-2.878787878787879,-4.797979797979798,-0.000970127536199127
-2.7777777777777777,-4.797979797979798,-0.0014069472690474167
-2.676767676767677,-4.797979797979798,-0.0018727717055675216
-2.5757575757575757,-4.797979797979798,-0.0023618553748850596
-2.474747474747475,-4.797979797979798,-0.002867430804885364
-2.3737373737373737,-4.797979797979798,-0.0033817892289342857
-2.272727272727273,-4.797979797979798,-0.003896393736105782
-2.1717171717171717,-4.797979797979798,-0.004402023870607096
-2.070707070707071,-4.797979797979798,-0.004888949562909821
-1.9696969696969697,-4.797979797979798,-0.005347131150199735
-1.868686868686869,-4.797979797979798,-0.005766441160910277
-1.7676767676767677,-4.797979797979798,-0.006136902542150552
-1.6666666666666665,-4.797979797979798,-0.006448937143782899
-1.5656565656565657,-4.797979797979798,-0.0066936175799099445
-1.4646464646464645,-4.797979797979798,-0.006862915103931627
-1.3636363636363638,-4.797979797979798,-0.006949935886770945
-1.2626262626262625,-4.797979797979798,-0.006949138100641726
-1.1616161616161618,-4.797979797979798,-0.006856522494456608
-1.0606060606060606,-4.797979797979798,-0.006669789702626819
-0.9595959595959593,-4.797979797979798,-0.0063884583464330815
-0.858585858585859,-4.797979797979798,-0.006013939045061236
-0.7575757575757578,-4.797979797979798,-0.005549560719895823
-0.6565656565656566,-4.797979797979798,-0.005000547009260647
-0.5555555555555554,-4.797979797979798,-0.004373942161917708
-0.45454545454545503,-4.797979797979798,-0.0036784873905570436
-0.3535353535353538,-4.797979797979798,-0.0029244502816052134
-0.2525252525252526,-4.797979797979798,-0.0021234114139213923
-0.15151515151515138,-4.797979797979798,-0.0012880137765186237
-0.050505050505050164,-4.797979797979798,-0.0004316818383433999
0.050505050505050164,-4.797979797979798,0.0004316818383433999
0.15151515151515138,-4.797979797979798,0.0012880137765186237
0.2525252525252526,-4.797979797979798,0.0021234114139213923
0.3535353535353538,-4.797979797979798,0.0029244502816052134
0.45454545454545414,-4.797979797979798,0.0036784873905570357
0.5555555555555554,-4.797979797979798,0.004373942161917708
0.6565656565656566,-4.797979797979798,0.005000547009260647
0.7575757575757578,-4.797979797979798,0.005549560719895823
0.8585858585858581,-4.797979797979798,0.006013939045061235
0.9595959595959593,-4.797979797979798,0.0063884583464330815
1.0606060606060606,-4.797979797979798,0.006669789702626819
1.1616161616161618,-4.797979797979798,0.006856522494456608
1.262626262626262,-4.797979797979798,0.006949138100641725
1.3636363636363633,-4.797979797979798,0.006949935886770945
1.4646464646464645,-4.797979797979798,0.006862915103931627
1.5656565656565657,-4.797979797979798,0.0066936175799099445
1.666666666666667,-4.797979797979798,0.006448937143782899
1.7676767676767673,-4.797979797979798,0.006136902542150552
1.8686868686868685,-4.797979797979798,0.005766441160910278
1.9696969696969697,-4.797979797979798,0.005347131150199735
2.070707070707071,-4.797979797979798,0.004888949562909821
2.1717171717171713,-4.797979797979798,0.004402023870607097
2.2727272727272725,-4.797979797979798,0.0038963937361057846
2.3737373737373737,-4.797979797979798,0.0033817892289342857
2.474747474747475,-4.797979797979798,0.002867430804885364
2.5757575757575752,-4.797979797979798,0.0023618553748850617
2.6767676767676765,-4.797979797979798,0.0018727717055675244
2.7777777777777777,-4.797979797979798,0.0014069472690474167
2.878787878787879,-4.797979797979798,0.000970127536199127
2.9797979797979792,-4.797979797979798,0.0005669876271980938
3.0808080808080813,-4.797979797979798,0.00020111523169592127
3.1818181818181817,-4.797979797979798,-0.0001249771802762873
3.282828282828282,-4.797979797979798,-0.00040981359232634317
3.383838383838384,-4.797979797979798,-0.0006528924611354401
3.4848484848484844,-4.797979797979798,-0.0008546053046415743
3.5858585858585865,-4.797979797979798,-0.0010161399201536817
3.686868686868687,-4.797979797979798,-0.0011393724101375208
3.787878787878787,-4.797979797979798,-0.001226752158366636
3.8888888888888893,-4.797979797979798,-0.0012811837272348537
3.9898989898989896,-4.797979797979798,-0.0013059093570615115
4.09090909090909,-4.797979797979798,-0.0013043953618497883
4.191919191919192,-4.797979797979798,-0.001280225256564081
4.292929292929292,-4.797979797979798,-0.0012370019425423976
4.3939393939393945,-4.797979797979798,-0.0011782607436569322
4.494949494949495,-4.797979797979798,-0.0011073945483894953
4.595959595959595,-4.797979797979798,-0.0010275917920379433
4.696969696969697,-4.797979797979798,-0.0009417875259855323
4.797979797979798,-4.797979797979798,-0.0008526273813310569
4.8989898989899,-4.797979797979798,-0.0007624438527597757
5.0,-4.797979797979798,-0.0006732440124254831
-5.0,-4.696969696969697,-0.00013365193831676273
-4.898989898989899,-4.696969696969697,-0.00015135982927189188
-4.797979797979798,-4.696969696969697,-0.0001692630013392868
-4.696969696969697,-4.696969696969697,-0.00018696301193535955
-4.595959595959596,-4.696969696969697,-0.00020399681581938754
-4.494949494949495,-4.696969696969697,-0.00021983920412519658
-4.393939393939394,-4.696969696969697,-0.00023390751247079152
-4.292929292929293,-4.696969696969697,-0.0002455687748737181
-4.191919191919192,-4.696969696969697,-0.0002541494374460596
-4.090909090909091,-4.696969696969697,-0.00025894767012415906
-3.9898989898989896,-4.696969696969697,-0.0002592482274123259
-3.888888888888889,-4.696969696969697,-0.0002543397123844237
-3.787878787878788,-4.696969696969697,-0.00024353399476853224
-3.686868686868687,-4.696969696969697,-0.00022618742724633736
-3.5858585858585856,-4.696969696969697,-0.0002017233980890573
-3.484848484848485,-4.696969696969697,-0.0001696556573145553
-3.383838383838384,-4.696969696969697,-0.0001296117623516356
-3.282828282828283,-4.696969696969697,-8.135591249544762e-05
-3.1818181818181817,-4.696969696969697,-2.4810383874209473e-05
-3.080808080808081,-4.696969696969697,3.992525747736972e-05
-2.9797979797979797,-4.696969696969697,0.0001125579938002561
-2.878787878787879,-4.696969696969697,0.00019258905127185198
-2.7777777777777777,-4.696969696969697,0.0002793062042099872
-2.676767676767677,-4.696969696969697,0.0003717813509727916
-2.5757575757575757,-4.696969696969697,0.00046887390463378473
-2.474747474747475,-4.696969696969697,0.0005692403912831561
-2.3737373737373737,-4.696969696969697,0.0006713504718704718
-2.272727272727273,-4.696969696969697,0.0007735094047100347
-2.1717171717171717,-4.696969696969697,0.0008738867512593232
-2.070707070707071,-4.696969696969697,0.0009705509048075047
-1.9696969696969697,-4.696969696969697,0.0010615087983975734
-1.868686868686869,-4.696969696969697,0.0011447499333394002
-1.7676767676767677,-4.696969696969697,0.0012182936719548967
-1.6666666666666665,-4.696969696969697,0.0012802385664661985
-1.5656565656565657,-4.696969696969697,0.001328812358364853
-1.4646464646464645,-4.696969696969697,0.0013624211863976622
-1.3636363636363638,-4.696969696969697,0.0013796964923575563
-1.2626262626262625,-4.696969696969697,0.0013795381164038688
-1.1616161616161618,-4.696969696969697,0.0013611521299612592
-1.0606060606060606,-4.696969696969697,0.0013240820645544552
-0.9595959595959593,-4.696969696969697,0.0012682323572111784
-0.858585858585859,-4.696969696969697,0.0011938830430820353
-0.7575757575757578,-4.696969696969697,0.0011016949773507876
-0.6565656565656566,-4.696969696969697,0.0009927051531048701
-0.5555555555555554,-4.696969696969697,0.0008683119897637668
-0.45454545454545503,-4.696969696969697,0.0007302507868588515
-0.3535353535353538,-4.696969696969697,0.0005805598585858957
-0.2525252525252526,-4.696969696969697,0.00042153817349536933
-0.15151515151515138,-4.696969696969697,0.0002556956090708068
-0.050505050505050164,-4.696969696969697,8.569718165466004e-05
0.050505050505050164,-4.696969696969697,-8.569718165466004e-05
0.15151515151515138,-4.696969696969697,-0.0002556956090708068
0.2525252525252526,-4.696969696969697,-0.00042153817349536933
0.3535353535353538,-4.696969696969697,-0.0005805598585858957
0.45454545454545414,-4.696969696969697,-0.0007302507868588501
0.5555555555555554,-4.696969696969697,-0.0008683119897637668
0.6565656565656566,-4.696969696969697,-0.0009927051531048701
0.7575757575757578,-4.696969696969697,-0.0011016949773507876
0.8585858585858581,-4.696969696969697,-0.0011938830430820349
0.9595959595959593,-4.696969696969697,-0.0012682323572111784
1.0606060606060606,-4.696969696969697,-0.0013240820645544552
1.1616161616161618,-4.696969696969697,-0.0013611521299612592
1.262626262626262,-4.696969696969697,-0.0013795381164038688
1.3636363636363633,-4.696969696969697,-0.0013796964923575563
1.4646464646464645,-4.696969696969697,-0.0013624211863976622
1.5656565656565657,-4.696969696969697,-0.001328812358364853
1.666666666666667,-4.696969696969697,-0.0012802385664661985
1.7676767676767673,-4.696969696969697,-0.001218293671954897
1.8686868686868685,-4.696969696969697,-0.0011447499333394004
1.9696969696969697,-4.696969696969697,-0.0010615087983975734
2.070707070707071,-4.696969696969697,-0.0009705509048075047
2.1717171717171713,-4.696969696969697,-0.0008738867512593236
